000000001000 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000000000000 0 00000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 0 ns
000000001000 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000000001000 0 00000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 0 ns
000000001000 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000000001001 0 00000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 0 ns
000000001000 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000000001001 1 00000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 1 ns
000000001000 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000000001000 1 00000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 1 ns
000000001000 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000000001000 1 02000054 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 1001 ns
000000001000 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010100 1 02000054 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 9002 ns
000001010100 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010100 1 02000054 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 10000 ns
000001010100 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010100 1 09000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 10001 ns
000001010100 111111111111 00000000 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010101 1 09000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 10001 ns
000001010101 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010101 1 09000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 11000 ns
000001010101 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010110 1 09000000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 11000 ns
000001010101 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010110 1 13200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 11001 ns
000001010101 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010101 1 13200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 11001 ns
000001010101 111111111111 00000001 00100000 1 00000048 00000000 0 00000000 00000000 0 00000000 000001010101 1 13200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 12000 ns
000001010101 111111111111 00000001 00100000 1 00000048 00000000 0 00000000 00000000 0 00000000 000001010110 1 13200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 12000 ns
000001010110 111111111111 00000001 00100000 1 00000048 00000000 0 00000000 00000000 0 00000000 000001010110 1 13200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 13000 ns
000001010110 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010110 1 13200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 13000 ns
000001010110 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010110 1 0C200042 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 13001 ns
000001010110 111111111111 00000001 00000000 0 00000000 00100000 1 00000000 00000000 0 00000000 000001010110 1 0C200042 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 13001 ns
000001010110 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010110 1 0C200042 000001000010 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 14000 ns
000001010110 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010111 1 0C200042 000001000010 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 14000 ns
000001010110 111111111111 00000001 00000000 0 00000000 00000000 0 00000048 00000000 0 00000000 000001010111 1 0C200042 000001000010 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 14001 ns
000001010110 111111111111 00000001 00000000 0 00000000 00000000 0 00000048 00000000 0 00000000 000001010111 1 0C200042 000001000010 0 00000000 1 00000048 00 0 00 0 0 00000000 0 00000000 0 00000000 0 14001 ns
000001010111 111111111111 00000001 00000000 0 00000000 00000000 0 00000048 00000000 0 00000000 000001010111 1 0C200042 000001000010 0 00000000 1 00000048 00 0 00 0 0 00000000 0 00000000 0 00000000 0 15000 ns
000001010111 111111111111 00000001 00000000 0 00000000 00100000 1 00000048 00000000 0 00000000 000001010111 1 0C200042 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 15000 ns
000001010111 111111111111 00000001 00000000 0 00000000 00100000 1 00000000 00000000 0 00000000 000001010111 1 13200020 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 15001 ns
000001010111 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001010111 1 13200020 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 15001 ns
000001010111 111111111111 00000001 00100000 1 00000020 00000000 0 00000000 00000000 0 00000000 000001010111 1 13200020 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 16000 ns
000001010111 111111111111 00000001 00100000 1 00000020 00000000 0 00000000 00000000 0 00000000 000001011000 1 13200020 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 16000 ns
000001011000 111111111111 00000001 00100000 1 00000020 00000000 0 00000000 00000000 0 00000000 000001011000 1 13200020 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 17000 ns
000001011000 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011000 1 13200020 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 17000 ns
000001011000 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011000 1 0C200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 17001 ns
000001011000 111111111111 00000001 00000000 0 00000000 00100000 1 00000000 00000000 0 00000000 000001011000 1 0C200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 17001 ns
000001011000 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011000 1 0C200048 000001001000 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 18000 ns
000001011000 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011001 1 0C200048 000001001000 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 18000 ns
000001011000 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011001 1 0C200048 000001001000 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 18001 ns
000001011000 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011001 1 0C200048 000001001000 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 18001 ns
000001011001 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011001 1 0C200048 000001001000 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 19000 ns
000001011001 111111111111 00000001 00000000 0 00000000 00100000 1 00000020 00000000 0 00000000 000001011001 1 0C200048 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 19000 ns
000001011001 111111111111 00000001 00000000 0 00000000 00100000 1 00000000 00000000 0 00000000 000001011001 1 0C200049 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 19001 ns
000001011001 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011001 1 0C200049 000001001001 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 20000 ns
000001011001 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011010 1 0C200049 000001001001 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 20000 ns
000001011001 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011010 1 0C200049 000001001001 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 20001 ns
000001011001 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011010 1 0C200049 000001001001 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 20001 ns
000001011010 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011010 1 0C200049 000001001001 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 21000 ns
000001011010 111111111111 00000001 00000000 0 00000000 00100000 1 00000020 00000000 0 00000000 000001011010 1 0C200049 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 21000 ns
000001011010 111111111111 00000001 00000000 0 00000000 00100000 1 00000000 00000000 0 00000000 000001011010 1 0C20004A 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 21001 ns
000001011010 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011010 1 0C20004A 000001001010 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 22000 ns
000001011010 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011011 1 0C20004A 000001001010 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 22000 ns
000001011010 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011011 1 0C20004A 000001001010 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 22001 ns
000001011010 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011011 1 0C20004A 000001001010 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 22001 ns
000001011011 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011011 1 0C20004A 000001001010 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 23000 ns
000001011011 111111111111 00000001 00000000 0 00000000 00100000 1 00000020 00000000 0 00000000 000001011011 1 0C20004A 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 23000 ns
000001011011 111111111111 00000001 00000000 0 00000000 00100000 1 00000000 00000000 0 00000000 000001011011 1 0C20004B 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 23001 ns
000001011011 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011011 1 0C20004B 000001001011 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 24000 ns
000001011011 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011100 1 0C20004B 000001001011 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 24000 ns
000001011011 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011100 1 0C20004B 000001001011 0 00000000 1 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 24001 ns
000001011011 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011100 1 0C20004B 000001001011 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 24001 ns
000001011100 111111111111 00000001 00000000 0 00000000 00000000 0 00000020 00000000 0 00000000 000001011100 1 0C20004B 000001001011 0 00000000 1 00000020 00 0 00 0 0 00000000 0 00000000 0 00000000 0 25000 ns
000001011100 111111111111 00000001 00000000 0 00000000 00100000 1 00000020 00000000 0 00000000 000001011100 1 0C20004B 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 25000 ns
000001011100 111111111111 00000001 00000000 0 00000000 00100000 1 00000000 00000000 0 00000000 000001011100 1 06000081 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 25001 ns
000001011100 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000001011100 1 06000081 111111111111 0 00000000 1 0000005D 00 0 00 0 0 00000000 0 00000000 0 00000000 0 25001 ns
000001011100 111111111111 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000010000001 1 06000081 111111111111 0 00000000 1 0000005D 00 0 00 0 0 00000000 0 00000000 0 00000000 0 25001 ns
000010000001 111111111110 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000010000001 1 06000081 111111111111 0 00000000 1 0000005D 00 0 00 0 0 00000000 0 00000000 0 00000000 0 26000 ns
000010000001 111111111110 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000010000001 1 06000081 111111111110 0 00000000 1 00000082 00 0 00 0 0 00000000 0 00000000 0 00000000 0 26000 ns
000010000001 111111111110 00000001 00000000 0 00000000 00000000 0 00000000 00000000 0 00000000 000010000001 1 0F010000 111111111110 0 00000000 1 00000082 00 0 00 0 0 00000000 0 00000000 0 00000000 0 26001 ns
000010000001 111111111110 00000001 00000000 0 00000000 00000001 1 00000000 00000000 0 00000000 000010000001 1 0F010000 000000000000 0 00000000 0 00000000 00 0 00 0 0 00000000 0 00000000 0 00000000 0 26001 ns
